description,tel,address,ftl,sc,ads,cart,sign,login,ar2k,ln20k,cloud,target,career
1,1,0,0,0.019,0,0,1,1,0,1,cruises: awardwinning luxury cruise line celebrity cruises plan your luxurious cruise vacation cruise with confidence,1.0,1
1,1,1,0,0.001,0,0,0,1,0,0,gtech uk official: vacuum cleaners home gardening compact cleaning for busy homes floorcare range,1.0,1
1,0,0,0,0.051,0,0,0,0,-1,-1,answersguide answersguide,0.0,0
1,0,1,0,0.032,0,0,0,1,0,1,cheap flights airline tickets airfares find deals on flights at cheap flights hello travelers where would you like to go special offers,1.0,0
1,1,0,0,0.05,0,0,0,1,0,1,rivers oceans now expeditions viking cruises® find a cruise company information,1.0,1
1,1,0,0,0.01,0,0,0,1,0,0,dreams beds from the uks leading bed mattress store {{title}} your details {{brandsarticletitle}},1.0,1
1,1,0,0,0.01,0,0,0,0,0,0,oak furniture living dining bedroom furniture oak world oak world here to help alston oak dining chair,1.0,0
1,0,0,0,0.045,0,0,0,0,-1,-1,theinternetlist your friendly internet guide latest technology news analysis comments and product reviews for it professionals,0.0,0
0,0,0,0,0.33399999999999996,0,0,0,0,-1,-1,zapmeta uk all web results one engine,0.0,0
1,0,1,0,0.006,0,0,0,0,0,1,dominos home page dominos pizza order pizza online for delivery discover the world of dominos north america,1.0,0
1,0,1,0,0.02,0,0,0,0,0,0,ferry booking compare ferry prices timetables ferry tickets ferries from 3325 routes and 764 ports worldwide ferry companies,1.0,0
1,0,0,0,0.008,0,0,0,1,0,0,superfast 5g 4g phones tablets and fibre broadband ee the epic,1.0,0
1,0,0,0,0.019,0,0,0,0,-1,-1,your online info expert online buy expert your online info expert online buy expert is here to assist you making your search a little easier,0.0,0
1,1,1,0,0.023,0,0,1,0,0,1,fred olsen cruise holidays fred olsen official site it doesnt have to cost the earth discover,1.0,1
1,1,1,0,0.006999999999999999,0,0,0,1,0,1,lookfantastic luxury beauty cosmetics haircare shop sale veganuary,1.0,0
1,0,1,0,0.001,0,0,0,1,0,0,vodafone – our best ever network now with 5g save £455 guaranteed preorder and trade in an s9/s10 before 280121 vodafone big winter sale now on,1.0,1
1,0,0,0,0.003,0,0,0,0,0,0,home how to choose a water restoration company you can trust how to ensure you hire the best in pest control,0.0,0
1,1,1,0,0.019,0,0,1,1,0,0,welcome to ford owner official ford owner site owner home customer viewpoint ratings and reviews commercial vehicles,0.0,1
1,1,0,0,0.027999999999999997,0,0,0,1,0,1,exploring the world in comfort viking river cruises® find a cruise today’s exclusive program on vikingtv,1.0,1
1,1,1,0,0.011000000000000001,0,0,0,1,0,0,laptops direct laptops pcs monitors tablets phones best laptop deals refurbished outlet » refurbished laptops here! save up to 70%,1.0,1
1,0,1,0,0.004,0,0,0,1,0,1,things to do tickets tours attractions 2021 viator find amazing things to do anytime anywhere i live in popular cities,1.0,0
1,0,0,0,0.012,0,0,0,0,0,0,salebuzz uk never miss a sale! premium black 24 waterproof bat £94595 from 1 shop appliances,0.0,0
1,1,1,0,0.005,0,0,0,0,0,1,jules verne small group tours worldwide escorted tours jules verne flexible booking policy,1.0,1
1,0,0,0,0.18,0,0,0,0,-1,-1,examinejobs ready to start your job search,0.0,1
1,0,1,0,0.24,0,0,1,1,0,1,toolstation low prices on 20 000+ trade quality products departments top brands,1.0,1
1,0,1,0,0.019,0,0,1,1,0,0,ninja united kingdom sale now on! it appears that your browser has javascript disabled,1.0,1
1,1,1,0,0.017,0,0,1,1,0,0,cruise deals 2021 2022 cruise holidays rol cruise the big january cruise sale find your cruise book with confidence,1.0,0
1,0,1,0,0.006,0,0,0,1,0,0,go outdoors: tents camping outdoor clothing walking boots men,1.0,1
1,1,1,0,0.033,0,0,0,1,0,0,dyson uk official site search pricematch promise,1.0,1
1,0,0,0,0.003,0,0,0,0,0,0,home great savings on food delivery: the ultimate guide to home food delivery in winter 2020 huge savings on laptops: top laptops sales to look out for on black friday,0.0,0
1,0,0,0,0.0,0,0,0,0,0,1,international stores papa johns pizza international stores open a franchise,1.0,1
1,0,1,0,0.002,0,0,1,1,0,1,home kitchen laundry appliances products whirlpool load more run less,1.0,1
1,0,1,0,0.012,0,0,1,1,1,1,tripadvisor: read reviews compare prices book dream your next trip destinations travelers love,1.0,1
1,0,0,0,0.002,0,0,0,0,0,0,big brands small prices: shop your favorite stores here!,0.0,0
1,0,1,0,0.017,0,0,1,1,0,0,floryday best deals for latest womens fashion online shopping best sellings,1.0,0
1,1,1,0,0.006999999999999999,0,0,0,1,0,1,compare our best mobile phone deals carphone warehouse information for ee o2 customers sale! hurry ends today!,1.0,1
1,0,1,0,0.002,0,0,0,0,0,0,best fixed rate return benefits of using best fixed rate return compare tool testimonials smith fields manchester uk,1.0,0
1,0,0,0,0.027999999999999997,0,0,0,0,-1,-1,https:// explore everything in one place trending articles 5 michael kors handbags for women below $200,0.0,0
1,0,0,0,0.129,0,0,0,1,-1,-1,do you want to buy online at a cheap price compare order and save apple ipad,0.0,0
1,0,0,0,0.006,0,0,0,1,-1,-1,money dibs – call dibs on money call dibs on money stay informed,0.0,1
1,0,1,0,0.008,0,0,0,0,0,0,ferrysavers book cheap ferries to france ireland and europe cheap ferries our customers love us! finding a cheap ferry has never been easier!,0.0,0
0,0,0,0,0.040999999999999995,0,0,0,0,0,1,www research shop save,0.0,0
1,0,0,0,0.006999999999999999,1,0,0,0,-1,-1,productshopper com your online warehouse find compare products online,0.0,0
1,0,1,0,0.023,0,0,0,1,1,1,att official site unlimited data plans internet service tv connect to what matters most with the hottest phones wireless plans and accessories from att everyone gets our best deals,1.0,0
1,0,1,0,0.023,0,0,0,1,-1,-1,stuccu: best deals on up to 70% off!,0.0,0
1,0,0,0,0.008,0,0,0,0,0,0,thethriftyfox get thrifty with shopping deals and general consumer advice! what business insurance do you need browse shopping deals,0.0,0
1,0,0,0,0.13,0,0,0,0,-1,-1,do you want to buy online at a cheap price compare order and save apple ipad,0.0,0
1,1,1,0,0.004,0,0,1,1,0,1,home kitchen appliance stores sale buy online appliances connection refrigerators,1.0,0
1,0,1,0,0.024,0,0,1,1,0,1,fashion clothing for women men boys and girls river island search river island want more,1.0,1
1,0,1,0,0.013999999999999999,1,0,0,0,0,1,save 70 recommended travel guides,0.0,0
0,0,0,0,0.07,1,0,0,0,-1,-1,lifestylealive seniors living their best years,0.0,0
1,0,0,0,0.006999999999999999,1,0,0,0,0,0,5gboom subscribe to our monthly newsletter,0.0,0
1,1,1,0,0.009000000000000001,0,0,0,0,0,0,broadband deals from £17 fibre from £22 compare the best home broadband deals calling broadbanddeals deals,1.0,1
1,0,1,0,0.008,0,0,0,1,0,1,q link wireless – free cell phone service with government program language preference take back control with my mobile account helpful links,1.0,1
1,0,0,0,0.006999999999999999,1,0,0,0,0,0,best cars suvs and trucks for 2020 2021 best cars suvs and trucks for 2020 2021 browse new cars 2020,0.0,0
1,0,0,0,0.031,0,0,0,1,0,0,right info right here subscribe to our newsletter trending products get the latest deals and updates in your inbox,0.0,0
1,0,0,0,0.002,1,0,0,0,0,0,opening times in the uk find local store opening hours the top site to find store opening hours opening times in the uk,0.0,0
1,0,0,0,0.009000000000000001,0,0,0,0,0,0,insight all day what is insightalldaycom recent articles our goal:,0.0,1
1,0,0,0,0.001,0,0,1,0,0,1,home,1.0,1
1,0,0,0,0.11900000000000001,0,0,0,0,0,0,deal snatcher search for deals digital cameras,0.0,0
0,0,0,0,0.028999999999999998,0,0,0,0,-1,-1,respond to you – lets be friends respond to you bedroom desks for teens,0.0,0
1,0,0,0,0.069,0,0,0,0,-1,-1,budget hopper the site that hops to top deals welcome to budget hopper search for products $11394,0.0,0
1,1,0,0,0.0,0,0,0,0,0,0,bond compare compare uk fixed rate bonds contact us today : 0333 00 67886 compare the best uk fixed rate bonds,1.0,0
1,0,1,0,0.011000000000000001,0,0,0,0,0,0,plisco find your way around the web all inclusive holidays,0.0,0
1,0,0,0,0.015,0,0,0,0,0,1,light mobility scooters lightweight wheelchairs mobility equipment,1.0,0
1,1,1,0,0.004,0,0,0,0,0,1,saatva mattress bedding and foundations saatva $200 off awardwinning mattresses the hits keep coming… 180night home trial,1.0,1
1,1,1,0,0.006999999999999999,0,0,0,1,0,0,oak painted solid wood furniture roseland furniture roseland furniture living room multi item discount,1.0,0
1,1,1,0,0.006,0,0,0,1,0,1,the uks premium supplier for baths showers bathroom furniture ukbathrooms ukbathrooms the uks premium online bathroom store we offer high quality shower trays baths and bathroom furniture at discounted prices crosswater spread the cost,1.0,1
1,0,0,0,0.057,0,0,0,0,-1,-1,buy universe top offers for top buyers search for anything you need and get the best price available online within seconds time is money time to save both,0.0,0
1,0,1,0,0.002,0,0,1,1,0,1,dependable kitchen laundry appliances maytag industryexclusive dual power filtration dishwashers the proof is in the power,1.0,1
1,0,1,0,0.013999999999999999,0,0,1,1,0,0,spares spare parts appliance spares appliance parts buyspares popular brands cooker elements,1.0,1
1,0,1,0,0.006999999999999999,0,0,0,0,0,1,synthetic motor oil oil filters other lubricants pennzoil first full synthetic motor oil made from natural gas top stories tools,1.0,0
1,1,1,0,0.004,0,1,1,1,0,0,bathrooms bathroom suites showers taps plumbworld quality bathrooms at discount prices since 1999 radiators,1.0,1
1,0,0,0,0.07,0,0,0,1,0,0,decathlon sports shoes sports gear sports equipment unbeatable quality for even less running deals,1.0,1
1,1,0,0,0.027000000000000003,0,0,0,0,0,1,mobile phone deals pay monthly sim free sim only finance offers todays hottest mobile phone deals todays best sim only deals apple iphone 11 64gb,1.0,1
1,0,0,0,0.0,0,0,0,0,0,1,amplifon: global leader in hearing healthcare select country or region europe,1.0,1
1,0,1,0,0.011000000000000001,0,0,1,1,0,1,arket new nordic everyday design ww privacy notice – promotions,1.0,1
1,0,0,0,0.026000000000000002,0,0,0,1,0,1,stylight − made for stylish shopping made for you fashion guides tips and the most wanted trends,1.0,1
1,0,1,0,0.003,0,0,0,0,0,0,florida package holidays 2021 2022 ocean florida florida holidays and beyond for 2021 2022 florida package holidays 2021 2022 discover more did you know we have a team based in orlando,1.0,1
1,0,1,0,0.015,0,0,1,1,0,1,prepaid phones: no contract cell phone plans cricket wireless new year new phone get iphone at a great price free next business day shipping,1.0,1
1,1,1,0,0.012,0,0,0,1,0,0,mature mens womens clothing footwear chums men womens clothing from chums shop by category,1.0,0
1,0,0,0,0.011000000000000001,0,0,0,0,-1,-1,pricesleader helping you make the right decisions prices leader cars rental,0.0,0
1,1,1,0,0.023,0,0,0,0,0,0,irobot: vacuum mop change the way you clean forever vacuums then mops in perfect sequence which product is right for you,1.0,1
1,0,0,0,0.0,0,0,0,0,0,0,hyundai uk new used cars hyundai car deals the allnew tucson servicing update and faq,1.0,1
1,0,1,0,0.003,0,0,0,1,0,0,fragrance direct online perfume shop cheap womens fragrance and aftershave fragrance direct login/register,1.0,1
1,0,1,0,0.028999999999999998,0,0,0,1,0,0,mens clothing and mens fashion boohooman uk from the top how boohooman uses cookies,1.0,1
1,0,1,0,0.026000000000000002,0,0,0,0,0,0,great deals at unbeatable prices trendy styles for her technology is everevolving and influences the way we interact with each other dan brown,0.0,0
1,0,1,0,0.006,0,0,0,0,0,1,chevrolet cars trucks suvs crossovers and vans current offers,1.0,0
1,1,1,0,0.016,0,0,0,1,0,1,diy kitchens discount kitchens doors cheap kitchen units kitchens kitchen doors kitchen units from diy kitchens well email a basket recovery code to you save your basket,1.0,1
1,0,0,0,0.052000000000000005,0,0,0,0,0,0,cyber monday savings the greatest cyber monday deals on the web! cyber mondays greatest savingsall in one place say cheese!,0.0,0
1,0,1,0,0.009000000000000001,0,0,1,1,0,1,figleaves lingerie swimwear for all women bras ak cup more you need to see stories,1.0,1
1,0,0,0,0.026000000000000002,0,0,0,0,-1,-1,fandian search the web,0.0,0
1,0,1,0,0.040999999999999995,0,0,1,1,0,1,cruises – amazing cruises and cruise deals royal caribbean cruises save up to $450 + 60% off second guest,1.0,1
1,1,1,0,0.001,0,0,1,0,0,0,the smarter investment wealth management platform flagstone protect your cash deposits flagstone fscs protection,1.0,1
1,0,0,0,0.02,0,0,0,0,0,0,abc deal home follow our a ; b ; c be a smarter online shopper,0.0,0
1,0,0,0,0.018000000000000002,0,0,0,0,0,0,offers for less cloud storage who will keep your data safe,0.0,1
1,0,1,0,0.011000000000000001,0,0,1,1,0,1,ralph lauren: designer mens womens kids clothing ralph lauren home private shopping appointments change country/region,1.0,1
1,1,0,0,0.003,0,0,0,1,0,1,usa river cruises alaska cruises american cruise lines simple sophisticated travel to the most amazing destinations across the united states find your cruise,1.0,1
1,0,1,0,0.033,0,0,1,1,1,1,groupon® official site online shopping deals and coupons save up to 70% off sign up! save up to 70% on 1000s of awesome chicago deals popular things nearby,1.0,1
1,0,1,0,0.032,0,0,1,1,0,0,search flights hotels car hire kayak search flights hotels car hire search hundreds of car hire sites at once members save on private deals,1.0,1
1,0,1,0,0.002,0,0,0,1,0,0,pg good everyday – let’s do some good turn everyday actions into extraordinary acts of goodness we value your opinion take quizzes answer surveys or scan your receipts featuring pg products,0.0,0
1,0,0,0,0.019,0,0,0,0,-1,-1,bestdeal com welcome to bestdealcom the leading price comparison website!,0.0,0
1,0,1,0,0.024,0,0,0,1,0,0,vax carpet steam vacuum cleaners vax official website vaxs best ever carpet washer kills over 99% of bacteria‡ and with next generation motion sense technology it’s effortlessly simple to use,1.0,1
1,0,1,0,0.005,0,0,0,0,0,0,outdoor clothing equipment from top outdoor brands blacks trending searches camping,1.0,1
1,0,0,0,0.001,0,0,0,0,0,0,uk bond checker,0.0,0
1,1,1,0,0.026000000000000002,0,0,1,1,0,0,crew clothing company smart casual everyday home,1.0,1
1,0,0,0,0.044000000000000004,0,0,0,0,0,1,explorerzone your friendly internet guide latest business technology news and analysis,0.0,0
1,0,0,0,0.033,0,0,0,0,0,0,welcome to siemens home appliances international siemens home appliances international stay healthy keep exploring use of cookies,0.0,0
1,1,1,0,0.006999999999999999,0,0,1,1,0,1,designer clothing shoes handbags beauty neiman marcus my account,1.0,0
1,1,1,0,0.006,0,0,0,0,0,0,artificial christmas trees wreaths garlands balsam hill balsam hill: your place for premium artificial christmas trees wreaths and garlands experience the realism,1.0,0
1,1,1,0,0.035,0,0,1,1,0,0,vacation rentals: apartments homes beach houses for rent hometogo find the best vacation rentals from around the world popular vacation destinations more than 18 million places to stay,1.0,1
1,1,1,0,0.006999999999999999,0,0,0,0,0,0,myappliances buy built in kitchen appliances online low prices on our popular products manufacturing and supplying quality appliances for over 65 years,1.0,0
1,0,0,0,0.004,0,0,0,0,0,0,uk price comparison services commercial market price comparison free price compare start comparing cutting costs for households businesses gas electricity,0.0,1
1,0,1,0,0.009000000000000001,0,0,0,1,0,1,vouchers and discount codes from vouchercloud vouchers and discount codes from vouchercloudcom up to 50% off biggest ever sale at jd sports,1.0,0
1,0,0,0,0.0,0,0,0,0,0,1,northern tool + equipment gdpr wwwnortherntoolcom is currently unavailable in your country,0.0,0
1,0,1,0,0.016,0,0,0,1,0,1,modern furniture and decor for your home and office to proceed please verify that you are not a robot why was i sent here,1.0,1
1,1,1,0,0.018000000000000002,0,0,1,1,0,0,the uk discount mobility aids shop careco,1.0,0
1,0,1,0,0.03,0,0,1,1,1,1,agoda official site free cancellation booking deals over 2 million hotels,1.0,1
1,0,1,0,0.042,0,0,1,1,1,1,etsy shop for handmade vintage custom and unique gifts for everyone find things youll love support independent sellers only on etsy required cookies technologies privacy settings,1.0,1
1,1,1,0,0.005,0,0,1,1,0,1,regatta great outdoors outdoor clothing footwear regatta outdoor clothing shop equestrian country,1.0,1
1,0,1,0,0.027000000000000003,0,0,1,1,0,0,compare hotel prices worldwide deals from your favorite booking sites all in one place try searching for a city a specific hotel or even a landmark! filters,1.0,1
1,0,1,0,0.006,0,0,0,1,0,1,mazda usa official site cars suvs crossovers mazda usa see why owners have so much to say about this powerful cuv 2021 mazda cx5 future vehicles,1.0,1
1,0,0,0,0.002,0,0,0,1,0,0,new car deals car leasing deals compare prices from uk dealers cars2buy deals worth smiling abo u t! today’s best deals renault kadjar,0.0,0
1,0,0,0,0.135,0,0,0,0,-1,-1,localwizer local search reviews more! find what you need with ease daughtry bergen pac your reviews,0.0,0
1,0,0,0,0.003,0,0,0,0,0,0,top 10 best mattresses 2021 best mattress reviews get the best one,0.0,0
1,0,1,0,0.004,0,0,0,1,0,1,see things clearly with rewards rewards free really means free car insurance,1.0,1
1,0,0,0,0.0,0,0,0,0,0,0,peugeot uk motion emotion city cars family cars and suvs,1.0,0
1,1,1,0,0.035,0,0,1,1,0,0,buy top quality tires for your car or truck at priority tire lowest prices on new tires for your vehicle customer reviews shop by type,1.0,0
1,0,1,0,0.0,0,0,0,0,0,1,get low new car price quotes at new car shopping find your best price today! let nearby dealers offer you competitive pricing get your best deal now,0.0,0
1,0,0,0,0.017,0,0,1,0,0,1,bosch home appliances home happy to share new experiences again use of cookies,1.0,0
1,0,0,0,0.031,0,0,0,0,0,0,quickpulse feel the beat of the latest technological advances latest news,0.0,0
1,0,1,0,0.109,0,0,0,0,0,0,pricesnow local search reviews more! sign up to our newsletter your name:,0.0,0
1,0,0,0,0.017,0,0,0,0,0,0,shopping made simple the best bags for you,0.0,0
1,0,1,0,0.027000000000000003,0,0,0,1,0,0,proscenic robot vacuum cleaner cordless vacuum cleaner proscenic the role of an affiliate,1.0,0
1,0,1,0,0.016,0,0,0,0,0,0,home bissell international bissell sale to help you keep on top of cleaning,1.0,0
1,0,1,0,0.0,0,0,0,0,0,1,argh,0.0,0
1,0,0,0,0.013999999999999999,0,0,0,0,0,0,homepedia home switch fuel suppliers for significant savings,0.0,0
1,0,1,0,0.006999999999999999,0,0,0,1,0,1,edible arrangements® fruit baskets bouquets delivery edible arrangements ® the best birthday gifts are edible® edible arrangements®,1.0,1
1,0,1,0,0.01,0,0,0,1,1,1,slickdeals: the best deals coupons promo codes discounts featured deals just for you popular deals,1.0,1
1,0,1,0,0.013000000000000001,0,0,1,1,0,0,cheap car parts online car parts 4 less uk big brands low prices find car parts carparts4less,1.0,0
1,0,1,0,0.006,0,0,0,1,0,1,ashley furniture homestore home furniture decor content welcome to ashley homestore,1.0,1
1,0,1,0,0.02,0,0,0,1,0,0,cross channel ferries to france spain brittany ferries ferries and holidays to france and spain ferries to france our route network,1.0,1
